,inference_results
3595,58.48992
3596,85.51326
3597,98.43471
3598,51.250366
3599,81.650085
3600,35.4038
3601,9.223376
3602,28.387272
3603,80.57722
3604,88.04127
3605,89.181244
3606,67.44449
3607,78.8451
3608,72.18718
3609,46.59511
3610,43.727962
3611,10.24394
3612,49.2183
3613,59.348816
3614,59.869675
3615,61.70616
3616,21.378105
3617,53.74833
3618,62.36155
3619,82.91099
3620,73.794624
3621,33.565723
3622,55.532864
3623,93.12156
3624,28.774733
3625,92.37959
3626,0.20583513
3627,26.717833
3628,86.434616
3629,75.3899
3630,13.194791
3631,70.237366
3632,16.3708
3633,39.825115
3634,64.543526
3635,67.086006
3636,50.24043
3637,71.91973
3638,51.459747
3639,49.296467
3640,61.22492
3641,12.447724
3642,49.31248
3643,65.80611
3644,32.659325
3645,65.200874
3646,51.446056
3647,20.738012
3648,96.27686
3649,79.3493
3650,17.047028
3651,91.835106
3652,32.557575
3653,38.658863
3654,34.96588
3655,70.19665
3656,72.27957
3657,59.76528
3658,48.721992
3659,56.5853
3660,88.60473
3661,16.139843
3662,22.477041
3663,54.63286
3664,39.404785
3665,49.03053
3666,82.702415
3667,55.244648
3668,74.39563
3669,22.8157
3670,40.060593
3671,42.756004
3672,61.672405
3673,98.740135
3674,17.286287
3675,48.36129
3676,11.491879
3677,80.73674
3678,68.867836
3679,69.60407
3680,64.927475
3681,99.05939
3682,39.514317
3683,2.1166224
3684,19.967762
3685,93.8735
3686,67.28986
3687,43.837498
3688,41.729725
3689,49.86971
3690,25.444267
3691,50.058674
3692,15.081374
3693,25.074385
3694,88.66276
3695,31.08991
3696,77.853584
3697,20.859444
3698,52.925976
3699,30.918512
3700,67.15102
3701,45.863358
3702,27.79298
3703,86.73556
3704,37.529083
3705,26.538616
3706,75.57724
3707,88.76828
3708,53.918724
3709,28.747383
3710,50.113964
3711,41.19463
3712,5.9439235
3713,94.07115
3714,10.604009
3715,42.93808
3716,55.895035
3717,96.68871
3718,53.751926
3719,24.775288
3720,9.174505
3721,36.20523
3722,43.167786
3723,94.94779
3724,21.675114
3725,42.914925
3726,32.479454
3727,95.335434
3728,54.489845
3729,11.6943035
3730,31.57212
3731,36.417164
3732,87.20985
3733,86.39726
3734,25.737541
3735,12.266749
3736,93.10679
3737,39.276745
3738,52.54131
3739,56.561905
3740,18.49073
3741,57.131824
3742,17.734974
3743,56.262707
3744,31.911953
3745,96.24879
3746,35.563553
3747,45.43991
3748,88.04476
3749,34.85056
3750,4.5404315
3751,42.511906
3752,7.701231
3753,59.550217
3754,51.692818
3755,34.833836
3756,67.77361
3757,70.905045
3758,17.441103
3759,17.556225
3760,19.240776
3761,76.20821
3762,49.088543
3763,72.31013
3764,29.250847
3765,82.150055
3766,60.559242
3767,92.83182
3768,27.443653
3769,81.218094
3770,78.65974
3771,29.879215
3772,72.82995
3773,74.17307
3774,23.968903
3775,86.22427
3776,58.75833
3777,69.53643
3778,16.185759
3779,63.49692
3780,34.32888
3781,33.799374
3782,34.68651
3783,83.936035
3784,30.130732
3785,31.372736
3786,77.31828
3787,2.9514449
3788,78.80893
3789,61.95202
3790,56.393623
3791,65.164085
3792,85.677795
3793,92.12264
3794,45.939674
3795,46.31448
3796,39.933167
3797,91.568596
3798,10.64134
3799,73.20058
3800,91.840996
3801,27.546638
3802,47.45591
3803,31.422398
3804,68.893715
3805,91.00938
3806,40.907944
3807,23.616089
3808,57.25027
3809,58.098938
3810,9.597662
3811,56.52977
3812,48.81361
3813,61.98053
3814,47.974766
3815,41.496357
3816,15.983283
3817,51.106823
3818,28.908976
3819,4.8160896
3820,45.029133
3821,59.480804
3822,16.590208
3823,2.0193138
3824,12.749429
3825,5.656381
3826,75.803116
3827,92.088394
3828,50.012
3829,71.45042
3830,95.40957
3831,77.92759
3832,77.84747
3833,56.831017
3834,57.893436
3835,47.153282
3836,40.854847
3837,21.164404
3838,7.5577407
3839,14.108577
3840,7.3283353
3841,44.807514
3842,61.808514
3843,50.56897
3844,79.91118
3845,81.61305
3846,76.17889
3847,20.30641
3848,12.307976
3849,25.888372
3850,74.45133
3851,39.84443
3852,87.85825
3853,47.672783
3854,64.103775
3855,73.78559
3856,90.92949
3857,9.01677
3858,71.984665
3859,25.718836
3860,90.15611
3861,72.16813
3862,88.739
3863,53.286125
3864,9.473756
3865,8.822785
3866,92.808334
3867,97.41446
3868,54.15351
3869,82.740456
3870,81.162476
3871,47.1329
3872,56.321804
3873,61.68176
3874,29.31881
3875,80.28557
3876,19.405725
3877,5.9939923
3878,10.890396
3879,52.047474
3880,6.9318247
3881,12.239277
3882,68.206604
3883,72.40306
3884,43.036106
3885,35.8966
3886,24.546793
3887,84.53305
3888,79.60506
3889,80.73182
3890,6.837795
3891,44.267452
3892,30.953844
3893,17.067825
3894,51.68516
3895,14.172105
3896,31.193377
3897,19.485447
3898,35.58957
3899,25.312265
3900,84.12162
3901,42.776955
3902,51.040253
3903,80.87961
3904,84.970024
3905,54.184513
3906,52.523487
3907,76.705925
3908,33.828735
3909,95.32678
3910,17.002396
3911,7.947725
3912,54.81467
3913,74.10136
3914,5.78335
3915,25.642775
3916,60.540375
3917,63.7627
3918,12.055609
3919,44.055645
3920,24.99626
3921,62.957478
3922,57.438595
3923,15.781893
3924,97.214966
3925,87.14396
3926,52.727837
3927,72.812775
3928,36.94909
3929,8.58226
3930,32.59831
3931,83.358536
3932,27.179874
3933,77.23605
3934,9.486636
3935,16.385288
3936,19.395454
3937,24.38603
3938,12.3197
3939,27.438002
3940,71.296074
3941,57.388527
3942,98.28775
3943,87.5142
3944,92.83924
3945,29.681925
3946,86.68675
3947,30.119783
3948,72.891396
3949,32.77498
3950,50.04185
3951,40.481525
3952,54.779083
3953,56.728725
3954,88.92647
3955,8.717263
3956,25.972906
3957,52.570168
3958,72.67565
3959,16.951847
3960,35.3767
3961,59.300716
3962,99.55659
3963,94.8143
3964,17.581686
3965,30.71132
3966,6.487775
3967,5.7380514
3968,27.89946
3969,4.1330123
3970,61.913395
3971,79.84313
3972,45.103058
3973,87.919266
3974,11.591609
3975,76.123726
3976,84.858696
3977,96.51462
3978,29.453102
3979,39.70983
3980,80.66369
3981,95.064865
3982,85.04343
3983,53.11394
3984,76.98522
3985,23.334383
3986,5.7369776
3987,51.91514
3988,59.59517
3989,87.06652
3990,91.350075
3991,93.05078
3992,73.246445
3993,40.815166
3994,68.98168
3995,61.933018
3996,34.563965
3997,43.82384
3998,57.043682
3999,87.54436
4000,6.641368
4001,15.090697
4002,47.08309
4003,75.27184
4004,86.41229
4005,94.957466
4006,58.978596
4007,56.3204
4008,48.372463
4009,6.406917
4010,10.914062
4011,56.563747
4012,61.583218
4013,65.60583
4014,99.744934
4015,6.3983417
4016,40.94093
4017,61.600597
4018,37.086426
4019,19.60974
4020,7.412993
4021,52.735863
4022,31.931475
4023,35.15695
4024,72.12429
4025,84.6434
4026,34.14977
4027,39.143364
4028,78.06329
4029,48.453735
4030,32.60455
4031,42.794373
4032,19.54978
4033,97.92403
4034,28.019144
4035,72.697426
4036,37.13798
4037,44.520477
4038,21.00285
4039,89.20419
4040,41.921867
4041,11.97132
4042,57.22015
4043,99.25241
4044,76.17709
4045,24.333353
4046,47.924232
4047,18.922268
4048,96.72508
4049,13.914307
4050,0.12609804
4051,52.640926
4052,82.11251
4053,76.61405
4054,90.23466
4055,54.71834
4056,89.89566
4057,35.92177
4058,33.8379
4059,33.73208
4060,51.600563
4061,81.684814
4062,95.59422
4063,28.257793
4064,26.322134
4065,34.795753
4066,87.0357
4067,18.271872
4068,74.701706
4069,44.644672
4070,98.178215
4071,90.54178
4072,23.737106
4073,82.78265
4074,53.851097
4075,57.556896
4076,66.93226
4077,9.355408
4078,4.549478
4079,78.42407
4080,97.29721
4081,82.25615
4082,59.343792
4083,89.09148
4084,49.233543
4085,52.16423
4086,53.500313
4087,7.9423523
4088,23.19869
4089,11.752602
4090,0.6986304
4091,78.46499
4092,95.35165
4093,12.963726
4094,26.022251
4095,65.99772
4096,60.180954
4097,60.586704
4098,46.20838
4099,56.97477
4100,44.244976
4101,90.91976
4102,48.949093
4103,34.763695
4104,26.169197
4105,30.827995
4106,17.547935
4107,96.28019
4108,38.13873
4109,66.61159
4110,18.614521
4111,93.388824
4112,2.7558174
4113,70.0732
4114,74.16048
4115,90.22153
4116,80.818924
4117,7.0811424
4118,8.33751
4119,41.000534
4120,14.697178
4121,89.507
4122,86.278206
4123,42.068493
4124,54.791874
4125,70.99413
4126,85.23993
4127,68.339836
4128,20.872381
4129,55.99312
4130,64.24056
4131,65.44662
4132,81.25707
4133,27.79549
4134,62.51832
4135,80.774345
4136,33.709515
4137,30.465696
4138,6.7902336
4139,11.966581
4140,93.451454
4141,2.9458637
4142,76.26407
4143,82.86888
4144,38.808872
4145,10.590241
4146,24.035755
4147,85.14396
4148,80.7462
4149,66.575386
4150,41.68699
4151,10.770178
4152,45.77837
4153,17.636534
4154,61.708687
4155,83.066246
4156,25.74556
4157,47.561504
4158,51.66388
4159,60.48908
4160,0.9969018
4161,83.73731
4162,39.23634
4163,70.83461
4164,94.04291
4165,41.90623
4166,35.857815
4167,72.40372
4168,41.28335
4169,36.47286
4170,4.293611
4171,0.7552009
4172,97.79771
4173,52.73631
4174,5.878754
4175,15.663963
4176,74.60901
4177,13.766262
4178,85.814095
4179,33.672802
4180,42.4239
4181,40.944706
4182,17.64168
4183,95.68877
4184,23.392035
4185,61.748726
4186,82.41985
4187,5.084785
4188,40.182
4189,34.363422
4190,70.37298
4191,60.29592
4192,61.040306
4193,35.400486
4194,44.295498
4195,99.07787
4196,53.581787
4197,98.56367
4198,65.66468
4199,39.290577
4200,68.11159
4201,88.337105
4202,41.45942
4203,0.8508535
4204,71.779236
4205,57.210594
4206,77.702515
4207,37.84686
4208,59.630882
4209,17.580984
4210,91.27043
4211,8.718233
4212,91.68065
4213,75.937386
4214,35.260426
4215,6.989506
4216,61.29103
4217,57.729027
4218,38.782658
4219,40.368534
4220,55.536583
4221,98.03344
4222,3.3224788
4223,0.26648197
4224,96.73506
4225,43.223434
4226,54.30661
4227,86.30878
4228,23.581196
4229,26.417458
4230,86.81734
4231,98.0582
4232,85.30583
4233,78.074165
4234,81.77678
4235,33.328693
4236,40.932625
4237,36.85401
4238,91.01115
4239,7.6573863
4240,90.03357
4241,2.0729363
4242,0.16847989
4243,85.523636
4244,60.31151
4245,12.130959
4246,25.464033
4247,50.172173
4248,12.374999
4249,91.88549
4250,89.57913
4251,82.06108
4252,10.825911
4253,69.13438
4254,70.60392
4255,94.175735
4256,43.496506
4257,59.843174
4258,43.5616
4259,3.193474
4260,76.10427
4261,88.75984
4262,36.443485
4263,36.3309
4264,96.05393
4265,9.48421
4266,60.15092
4267,55.692944
4268,92.93042
4269,31.177483
4270,98.07844
4271,65.56442
4272,48.36962
4273,81.8176
4274,11.494129
4275,6.74539
4276,41.285892
4277,84.931625
4278,66.365425
4279,16.537643
4280,56.50648
4281,92.30723
4282,77.156906
4283,96.09181
4284,20.926874
4285,82.038635
4286,85.53125
4287,55.952553
4288,55.566883
4289,91.886536
4290,72.90109
4291,44.666416
4292,96.2419
4293,49.152916
4294,32.99155
4295,59.761173
4296,64.13645
4297,31.27933
4298,62.696136
4299,32.12803
4300,20.574919
4301,31.039106
4302,12.722806
4303,65.06935
4304,21.932346
4305,31.265076
4306,62.526714
4307,85.95012
4308,74.008545
4309,15.158229
4310,34.99639
4311,88.87601
4312,75.01076
4313,62.897526
4314,19.040297
4315,45.437
4316,24.694256
4317,98.92809
4318,54.651
4319,50.213337
4320,20.666355
4321,42.761684
4322,26.961126
4323,36.692265
4324,62.09216
4325,41.864075
4326,20.768877
4327,8.44074
4328,97.78061
4329,92.319374
4330,77.67601
4331,63.169167
4332,48.14544
4333,95.79362
4334,18.012447
4335,4.6084213
4336,7.317575
4337,18.488668
4338,73.31114
4339,32.791584
4340,8.428712
4341,15.36351
4342,22.033037
4343,40.551025
4344,8.975812
4345,42.64452
4346,45.4087
4347,85.84039
4348,2.3034098
4349,9.040838
4350,77.34559
4351,30.156506
4352,66.811874
4353,30.59056
4354,76.57948
4355,3.3505478
4356,54.925293
4357,69.18882
4358,89.9613
4359,54.688583
4360,35.055153
4361,41.069733
4362,18.286997
4363,21.154413
4364,72.38624
4365,4.019998
4366,79.53175
4367,49.706337
4368,29.960085
4369,61.322285
4370,53.93052
4371,14.445835
4372,84.92895
4373,82.44428
4374,3.8298006
4375,33.45977
4376,79.35432
4377,47.699818
4378,65.00852
4379,96.14734
4380,60.910103
4381,72.055855
4382,46.155518
4383,23.043575
4384,88.657555
4385,7.4185705
4386,45.18443
4387,85.90272
4388,75.41293
4389,51.67795
4390,20.874746
4391,83.08709
4392,53.829628
4393,27.766954
4394,87.10662
4395,67.556755
4396,94.511536
4397,84.944435
4398,75.95253
4399,47.035854
4400,29.671186
4401,64.57889
4402,43.705585
4403,66.838486
4404,85.16158
4405,37.791023
4406,0.058901332
4407,22.80334
4408,99.84972
4409,9.247986
4410,55.485794
4411,81.52859
4412,67.64077
4413,61.85384
4414,91.699036
4415,50.818886
4416,71.83203
4417,50.218765
4418,49.845615
4419,79.419136
4420,35.487015
4421,50.750534
4422,16.163074
4423,58.16715
4424,37.442146
4425,68.659706
4426,90.72856
4427,55.709522
4428,33.793537
4429,47.046837
4430,73.83878
4431,33.143734
4432,38.199028
4433,54.688934
4434,54.38205
4435,60.28272
4436,14.103273
4437,94.114
4438,66.17896
4439,31.282549
4440,76.59589
4441,93.03811
4442,51.967125
4443,52.73242
4444,13.728581
4445,87.53636
4446,67.6725
4447,34.242977
4448,49.744953
4449,23.432459
4450,89.6706
4451,69.14864
4452,76.98119
4453,38.71862
4454,7.858684
4455,2.4256454
4456,76.84036
4457,0.7972051
4458,59.6307
4459,70.044075
4460,10.640115
4461,39.165737
4462,11.894005
4463,79.57053
4464,35.55993
4465,53.954067
4466,43.5688
4467,85.50844
4468,20.32348
4469,83.23079
4470,88.29168
4471,71.0983
4472,50.82378
4473,77.43326
4474,90.18851
4475,22.702076
4476,1.0824643
4477,76.79015
4478,50.34223
4479,48.080883
4480,6.040222
4481,21.755299
4482,51.981213
4483,90.715805
4484,23.628153
4485,64.18192
4486,43.460167
4487,69.53753
4488,13.625455
4489,49.891727
4490,59.93172
4491,51.28556
4492,91.83556
4493,30.16607
4494,59.554573
4495,67.377686
4496,50.02376
4497,32.5564
4498,39.165207
4499,21.453524
4500,91.83213
4501,70.904
4502,74.019745
4503,83.51649
4504,1.4461358
4505,90.22693
4506,62.221657
4507,31.461271
4508,1.8914971
4509,46.910248
4510,50.85771
4511,77.12249
4512,76.280205
4513,29.247026
4514,91.37891
4515,1.9352686
4516,54.84233
4517,3.2917893
4518,13.203504
4519,52.2495
4520,53.08247
4521,10.9459915
4522,83.94049
4523,19.150816
4524,41.784058
4525,0.2687119
4526,62.394524
4527,5.359691
4528,7.79344
4529,16.252508
4530,87.40504
4531,80.90343
4532,28.739061
4533,41.64761
4534,62.61796
4535,48.091557
4536,61.03251
4537,24.068584
4538,53.176365
4539,30.607365
4540,96.43458
4541,82.675125
4542,63.33866
4543,4.8260794
4544,5.9657106
4545,66.683426
4546,31.618443
4547,4.356249
4548,43.52002
4549,27.172552
4550,12.795788
4551,51.025105
4552,0.15372841
4553,98.26058
4554,89.868095
4555,25.32439
4556,18.668325
4557,54.20072
4558,87.347694
4559,67.789085
4560,94.11841
4561,40.990948
4562,22.792639
4563,54.571415
4564,85.9138
4565,56.211544
4566,26.6782
4567,61.01222
4568,51.993534
4569,79.55726
4570,27.972584
4571,45.937195
4572,21.417137
4573,43.447758
4574,87.00292
4575,52.255764
4576,69.45393
4577,30.918142
4578,58.109688
4579,90.854774
4580,67.76632
4581,96.27345
4582,47.643177
4583,32.57027
4584,47.651253
4585,31.98088
4586,27.304426
4587,98.81509
4588,39.712486
4589,92.51522
4590,95.89478
4591,6.9181027
4592,58.72381
4593,36.28344
4594,75.304726
4595,88.490845
4596,93.730156
4597,8.603773
4598,52.71791
4599,69.840996
4600,65.85859
4601,90.737366
4602,38.677803
4603,25.458044
4604,38.777493
4605,25.224548
4606,94.283394
4607,71.3347
4608,63.764633
4609,84.4098
4610,43.538364
4611,87.56082
4612,86.204926
4613,19.702065
4614,36.38289
4615,58.312317
4616,50.884476
4617,58.626854
4618,86.316574
4619,59.344658
4620,87.06332
4621,36.094364
4622,46.77481
4623,65.337776
4624,67.001755
4625,71.651146
4626,53.832138
4627,62.601524
4628,59.50533
4629,62.660797
4630,43.69475
4631,47.714844
4632,90.06137
4633,46.916702
4634,28.73397
4635,9.786063
4636,94.10248
4637,22.347652
4638,35.560265
4639,93.03653
4640,44.948273
4641,57.734818
4642,11.042396
4643,12.937733
4644,36.865997
4645,56.925316
4646,12.093593
4647,91.91973
4648,74.09739
4649,99.46406
4650,69.46597
4651,52.56279
4652,1.3361667
4653,45.36597
4654,59.1365
4655,69.659485
4656,2.9665928
4657,89.68326
4658,17.853111
4659,21.995918
4660,31.472822
4661,92.69105
4662,73.251724
4663,43.651386
4664,84.24706
4665,86.8761
4666,34.0069
4667,6.0906363
4668,81.30272
4669,25.660759
4670,68.176605
4671,99.55255
4672,80.1327
4673,23.263096
4674,32.015915
4675,2.7418032
4676,74.29573
4677,60.12033
4678,0.8289762
4679,20.372692
4680,2.2828186
4681,10.553972
4682,62.126366
4683,55.465588
4684,32.892487
4685,5.2810054
4686,5.9160743
4687,49.934105
4688,12.178365
4689,93.51909
4690,72.81571
4691,48.278522
4692,13.507967
4693,23.132286
4694,53.723915
4695,41.38739
4696,93.78856
4697,6.047646
4698,19.346579
4699,44.661182
4700,21.898619
4701,70.65198
4702,93.57521
4703,64.22235
4704,55.067963
4705,69.53455
4706,50.036465
4707,91.641205
4708,22.119602
4709,15.186051
4710,55.305614
4711,14.692701
4712,34.006275
4713,54.13757
4714,5.788005
4715,48.492367
4716,77.13479
4717,71.72956
4718,3.4184937
4719,74.04281
4720,61.130035
4721,11.578878
4722,10.638002
4723,81.60685
4724,60.69124
4725,22.421041
4726,25.637888
4727,46.02687
4728,95.43047
4729,5.3761516
4730,85.45635
4731,58.942886
4732,35.000443
4733,14.077671
4734,93.52987
4735,4.7394166
4736,87.265396
4737,28.386818
4738,57.72214
4739,98.43939
4740,93.89686
4741,62.343395
4742,60.348904
4743,27.541262
4744,59.467
4745,84.6498
4746,42.562794
4747,82.77743
4748,8.47467
4749,7.282746
4750,12.7233715
4751,52.119663
4752,28.89595
4753,79.66429
4754,40.38805
4755,85.66934
4756,3.581892
4757,81.52471
4758,37.3274
4759,81.702866
4760,76.94034
4761,83.13551
4762,45.534782
4763,17.815659
4764,3.444671
4765,52.718994
4766,26.839773
4767,68.978264
4768,44.330124
4769,54.7055
4770,29.885954
4771,70.555954
4772,91.94503
4773,46.993935
4774,81.98386
4775,47.657017
4776,3.6212988
4777,41.437553
4778,42.943058
4779,52.635635
4780,28.681316
4781,58.263073
4782,2.6299884
4783,92.54043
4784,49.094673
4785,84.45597
4786,52.847652
4787,59.186832
4788,55.719994
4789,71.77655
4790,27.571695
4791,41.889965
4792,62.03626
4793,94.5463
4794,29.995836
4795,43.60577
4796,45.822025
4797,59.054245
4798,12.811786
4799,50.65566
4800,70.23214
4801,40.953697
4802,0.5266262
4803,71.90349
4804,88.74623
4805,86.612114
4806,88.73212
4807,47.18294
4808,95.73978
4809,3.7531757
4810,38.733086
4811,57.012405
4812,84.57846
4813,16.758593
4814,38.200443
4815,14.607559
4816,23.203773
4817,88.36954
4818,77.637405
4819,96.60625
4820,71.302956
4821,2.4692986
4822,48.464283
4823,3.162115
4824,4.7436
4825,38.063168
4826,41.509926
4827,22.137394
4828,43.508778
4829,44.16118
4830,37.788036
4831,82.242165
4832,88.63607
4833,85.08442
4834,95.840805
4835,88.708275
4836,25.558723
4837,56.833527
4838,67.250725
4839,29.652739
4840,71.32819
4841,61.618965
4842,78.06088
4843,36.71442
4844,93.210846
4845,87.400345
4846,95.95468
4847,58.61151
4848,73.385345
4849,37.571262
4850,84.82505
4851,28.148214
4852,64.35409
4853,84.86637
4854,38.129345
4855,26.14183
4856,99.86182
4857,47.26399
4858,31.021807
4859,64.059616
4860,12.869321
4861,5.865675
4862,13.189512
4863,6.623877
4864,32.194637
4865,12.634731
4866,56.681324
4867,27.251432
4868,90.38237
4869,86.145004
4870,14.090165
4871,26.68007
4872,91.19211
4873,79.42419
4874,26.21622
4875,34.553505
4876,36.777306
4877,1.7662873
4878,19.24292
4879,28.329086
4880,19.255617
4881,52.61646
4882,14.2034235
4883,51.274784
4884,54.889614
4885,93.834114
4886,85.67044
4887,84.08892
4888,83.90631
4889,73.8193
4890,32.344486
4891,28.700253
4892,51.133976
4893,67.59381
4894,29.905731
4895,79.47655
4896,48.56661
4897,2.5074697
4898,58.31874
4899,63.348656
4900,54.71321
4901,8.164643
4902,9.492792
4903,68.45188
4904,34.454887
4905,80.817665
4906,24.648249
4907,93.18183
4908,0.6973558
4909,25.940542
4910,47.115574
4911,62.305077
4912,59.68973
4913,48.377075
4914,3.5637105
4915,66.17395
4916,44.984264
4917,81.60524
4918,25.100178
4919,10.838541
4920,27.178667
4921,18.505953
4922,39.496716
4923,68.02907
4924,9.575276
4925,71.74246
4926,7.148596
4927,88.06787
4928,57.51378
4929,86.55546
4930,61.894577
4931,96.11893
4932,90.14925
4933,42.19476
4934,64.18421
4935,78.21874
4936,94.6145
4937,59.583042
4938,87.30146
4939,17.36191
4940,99.0397
4941,85.24971
4942,60.898815
4943,36.406292
4944,66.68067
4945,16.296583
4946,49.539066
4947,50.181625
4948,42.300762
4949,29.350277
4950,64.97323
4951,51.774696
4952,35.29668
4953,32.442204
4954,98.859535
4955,29.929169
4956,8.264138
4957,36.757584
4958,54.45051
4959,36.23393
4960,87.815605
4961,44.89483
4962,82.40272
4963,3.5081587
4964,87.255486
4965,96.80321
4966,9.590319
4967,71.75495
4968,40.538692
4969,19.567118
4970,29.306938
4971,17.738026
4972,49.645454
4973,13.733492
4974,31.62954
4975,44.59186
4976,60.442303
4977,12.919294
4978,6.074089
4979,56.46845
4980,89.69152
4981,38.698624
4982,32.54135
4983,49.770325
4984,93.825775
4985,94.49122
4986,98.29772
4987,58.616234
4988,25.810438
4989,62.377552
4990,89.908005
4991,74.36043
4992,65.71772
4993,32.912746
4994,28.422928
4995,72.966
4996,10.568948
4997,28.5382
4998,2.2296324
4999,78.79986
5000,53.46266
5001,53.036552
5002,57.25651
5003,54.368607
5004,13.335264
5005,98.77357
5006,28.163588
5007,93.44343
5008,40.1613
5009,53.381012
5010,47.93808
5011,63.230705
5012,40.980522
5013,49.96536
5014,5.280562
5015,79.97334
5016,71.972466
5017,35.29072
5018,84.12138
5019,42.2464
5020,92.81821
5021,70.15067
5022,56.658688
5023,87.731804
5024,98.92785
5025,11.958208
5026,3.947304
5027,18.882286
5028,52.180557
5029,50.326088
5030,97.63535
5031,49.77982
5032,24.196833
5033,80.67007
5034,78.37928
5035,62.18847
5036,60.91511
5037,50.541298
5038,23.082361
5039,14.395594
5040,44.30334
5041,55.09052
5042,47.63754
5043,48.30923
5044,11.15124
5045,6.946715
5046,74.46206
5047,32.541763
5048,29.754202
5049,10.751674
5050,0.080985926
5051,49.791058
5052,81.09782
5053,26.421564
5054,75.41244
5055,96.28351
5056,70.70644
5057,54.13699
5058,57.880123
5059,58.19869
5060,11.130229
5061,26.28264
5062,44.671253
5063,3.6726363
5064,3.675035
5065,66.58404
5066,6.058707
5067,22.842964
5068,4.6000905
5069,42.748695
5070,39.719223
5071,65.06091
5072,93.41796
5073,83.43945
5074,77.64234
5075,53.165154
5076,79.85669
5077,16.989218
5078,96.843185
5079,14.390952
5080,16.933868
5081,97.06537
5082,44.470104
5083,7.8295474
5084,74.91202
5085,19.615358
5086,91.75164
5087,49.249718
5088,93.44335
5089,5.0039196
5090,54.225883
5091,87.15512
5092,55.49981
5093,67.49051
5094,53.511993
5095,60.251423
5096,64.84629
5097,9.307778
5098,76.85787
5099,54.683662
5100,71.217995
5101,44.89792
5102,44.96273
5103,18.383148
5104,6.9459414
5105,57.252136
5106,84.13387
5107,60.472824
5108,55.008446
5109,33.717686
5110,1.6020246
5111,57.740337
5112,92.618805
5113,62.537693
5114,25.151957
5115,46.602177
5116,88.14071
5117,33.839417
5118,48.603645
5119,18.104437
5120,91.38456
5121,37.245686
5122,88.64123
5123,92.352844
5124,74.562454
5125,15.653108
5126,20.353493
5127,74.62774
5128,81.456985
5129,74.24602
5130,25.085293
5131,91.41035
5132,12.528383
5133,26.155342
5134,35.174183
5135,10.707781
5136,69.5043
5137,4.735448
5138,72.338554
5139,41.06461
5140,39.12406
5141,77.43873
5142,92.01037
5143,19.834532
5144,83.38497
5145,40.865036
5146,58.313248
5147,64.88883
5148,88.334496
5149,0.7501922
5150,39.61573
5151,20.719574
5152,72.72255
5153,57.708584
5154,98.65054
5155,90.60162
5156,60.879826
5157,62.3689
5158,0.6153975
5159,37.965336
5160,92.6289
5161,23.874104
5162,69.99715
5163,14.682267
5164,34.99527
5165,16.438126
5166,14.961481
5167,6.848701
5168,21.102001
5169,96.74085
5170,46.217274
5171,4.081962
5172,55.59345
5173,9.30226
5174,16.66432
5175,90.04841
5176,48.731674
5177,92.83593
5178,34.014355
5179,76.47512
5180,24.519672
5181,95.869316
5182,8.953688
5183,95.28587
5184,66.74774
5185,94.40015
5186,15.94711
5187,88.3247
5188,39.47713
5189,24.53322
5190,53.290516
5191,52.790577
5192,50.563587
5193,61.330715
5194,86.20032
5195,19.22544
5196,0.26288953
5197,26.066607
5198,59.45035
5199,67.84836
5200,16.472038
5201,89.19317
5202,55.35191
5203,86.33575
5204,13.999612
5205,33.372425
5206,62.156265
5207,88.72887
5208,41.066063
5209,98.99085
5210,63.03037
5211,35.73435
5212,56.34582
5213,85.362404
5214,4.750121
5215,95.50032
5216,26.33852
5217,42.23962
5218,91.57001
5219,70.80047
5220,89.66904
5221,27.819304
5222,38.8264
5223,84.98586
5224,58.67768
5225,44.820194
5226,2.0169466
5227,11.347883
5228,37.4047
5229,83.83809
5230,90.599266
5231,70.55568
5232,76.408936
5233,51.443085
5234,14.580068
5235,6.65053
5236,51.13333
5237,41.044228
5238,31.947363
5239,31.894857
5240,65.34022
5241,82.315155
5242,96.48653
5243,99.36671
5244,93.067535
5245,64.61792
5246,13.322405
5247,13.316893
5248,79.729454
5249,43.676117
5250,96.67496
5251,52.034267
5252,20.275484
5253,11.682824
5254,82.86191
5255,67.45166
5256,59.64573
5257,6.0865645
5258,26.766655
5259,23.514547
5260,38.637245
5261,2.8954656
5262,82.53047
5263,81.30974
5264,73.799194
5265,55.939396
5266,36.500698
5267,22.17852
5268,6.295737
5269,11.421996
5270,77.9946
5271,9.166675
5272,33.12792
5273,65.23538
5274,63.792515
5275,3.0218694
5276,5.3055315
5277,11.740029
5278,51.91614
5279,28.60561
5280,44.3113
5281,15.229961
5282,29.6096
5283,52.72055
5284,77.658
5285,57.9302
5286,2.4598656
5287,94.344696
5288,43.914165
5289,7.701919
5290,45.80311
5291,67.84117
5292,41.339058
5293,71.10789
5294,51.278015
5295,67.88117
5296,86.15529
5297,4.3781743
5298,11.254026
5299,0.13857578
5300,12.5232725
5301,66.47209
5302,15.128259
5303,22.18444
5304,69.417015
5305,1.050764
5306,79.02804
5307,51.341213
5308,73.23726
5309,23.49159
5310,3.4500182
5311,62.215603
5312,93.302986
5313,3.4712734
5314,97.359184
5315,50.36014
5316,36.209217
5317,64.45174
5318,22.366108
5319,65.75553
5320,33.63859
5321,81.81167
5322,61.406326
5323,21.54953
5324,64.31218
5325,13.682392
5326,46.226288
5327,78.09975
5328,6.0523086
5329,16.700933
5330,94.66055
5331,64.68775
5332,85.26758
